Hospital,username,review,stars_given,Branch location,Time
"Rainbow Children’s Hospital & BirthRight, Hyder Nagar, Hyderabad - Best Maternity Hospital",sunitha siliveri,My daughter was suffering from cardiac issues and pneumonia and I have been to other hospitals with no improvement in my daughter's health condition.  I broughtmy daughter to Rainbow on advice and suggestion from the Hospital Administrator who made me believe in bringing my child to Rainbow and now I am very much satisfied and Happy that my daughter is healthy after treatment at Rainbow Children's Hospital.  The doctors and entire staff of this Hospital is very supportive and dedicated to service.  The NICU team of doctors and Nurses is excellent.I advice and suggest this Hospital for pediatric and new born cases.,5.0,Telangana 500072,a year ago
"Rainbow Children’s Hospital & BirthRight, Hyder Nagar, Hyderabad - Best Maternity Hospital",V S Anjaneya Raju Yejarla,Treatment very nice and best response from Coordinater Mrs Samreen and Dr. Sasidhar Reddy J,5.0,Telangana 500072,5 months ago
"Rainbow Children’s Hospital & BirthRight, Hyder Nagar, Hyderabad - Best Maternity Hospital",Satish Satish,"Doctor Name: Pallavi ChalasaniWe have consulted doctor Pallavi Chalasani who is very well experienced in fertility treatment and explains the situation clearly. We have come to pallavi madam after a failed IVF in other hospital.With proper guidance and extra care taken during treatment by doctor, we got positive pregnancy in the very first attempt here. Thanks to Dr. Pallavi Chalasani and staff in rainbow fertility dept in Hydernagar branch.Today after 3months we have come for NT scan and it is normal.We highly recommend doctor Pallavi Chalasani for fertility treatment.*****",5.0,Telangana 500072,a year ago
"Rainbow Children’s Hospital & BirthRight, Hyder Nagar, Hyderabad - Best Maternity Hospital",Rajaking Shekar,"Rainbow hospital - Hydernagar branch - Dr.Pallavi Chalasani is really very kind and Our consulting Doctor Dr. pallavi chalasani  is exceptionally amenable and profoundly proficient, under her direction and ensuring subsequent follow ups we accomplished great outcomes.Now we are welcoming little kids into our family ""a dream coming true""!!!",5.0,Telangana 500072,a year ago
"Rainbow Children’s Hospital & BirthRight, Hyder Nagar, Hyderabad - Best Maternity Hospital",HemaSundar Surey,Happy with the proficient doctors treatment especially paediatric. Heard about the excellence of Dr. Kavita Sakamuri garu who treats the kids with extra care and hears all the issues with patience and suggest good medicines. What we have observed in these 2yrs of our visit to her was like never ever writes unnecessary medicines but suggest parents on how to take care with simple handy remedies which helped my niece and nephew with healthy life. Thank you Doctor and hospital to have such expertise doctors in the list.,5.0,Telangana 500072,a year ago
"Rainbow Children’s Hospital & BirthRight, Hyder Nagar, Hyderabad - Best Maternity Hospital",Rocky yadav,"Actually our well know doctor suggested to go rainbow hospital and right after that we visited this hospital first time and our was Dr. Shanthi Shree Madam is too good and humble person. She suggested in well mannered and she is available for us and took good care about my wife . And even thought there staff also with a good helping nature special Sameera garu is became my wife's good friend and she also helped alot to my wife .. and atlast we are blessed with a baby boy and I'm thankful to all rainbow hospital staff like Dr.shanthi shree Garu ,Vamsi Kiran garu and reception staff Sameera Garu thank you for helping us.",5.0,Telangana 500072,a year ago
"Rainbow Children’s Hospital & BirthRight, Hyder Nagar, Hyderabad - Best Maternity Hospital",apala mitra,"We were visiting Hyderabad when suddenly our daughter came down with unexplained high fever. We took her to Rainbow hospital on basis of local paediatrician advice. This is by far the most honest hospital I have seen. The staff was very friendly and sincere. We got our child in ER from where she was admitted under Dr. Pallavi Muddukuri ( whom we didn’t know). Doctor was very supportive. Had a very good experience overall. The room was cleaned multiple times, the nurses checked in every hour to monitor vitals. There was no overcharging. Infact doctor herself told us that we can get discharged after 36 hours. Most of the hospitals put profit before patient. But this was a welcome change. Thank you Rainbow Hospital. For a stranger to this city , you saved our lives !",5.0,Telangana 500072,a year ago
"Rainbow Children’s Hospital & BirthRight, Hyder Nagar, Hyderabad - Best Maternity Hospital",murali madhavarao,"We are very happy with the treatment provided by Dr Pallavi Chalasani .  Very transparent and report based approach and she is also very calm and listened to all our fears and doubts and cleared them. The staff (Hannah , Sneha, Chandana, Mounica) are very courteous and attentive. The waiting area is very clean and well maintained. I would definitely refer any family or friends to Dr Pallavi Chalasani",5.0,Telangana 500072,a year ago
"Rainbow Children’s Hospital & BirthRight, Hyder Nagar, Hyderabad - Best Maternity Hospital",divya sri,"An amazing experience with Rainbow Hydernagar , Kukatpally. Consulting Dr.UmaJyothi and all the major scans like (NT, Anomaly, Growth) are done under the super vision of Dr.Prajaktha and Dr.Gayathri. Everything was very well explained clearly to both mother n father of baby. Thanks for their patience and answering all my unlimited queries ..I specially love to thank the fetal  scanning reception unit namely Swaroopa Garu for taking care of every patient’s urgency and concern to the Dr, She has the best knowledge on all timings and schedules the appointment as early as patient requires. The best thing is this team reminds about the Dr. Appointment in a day early .. loving to give 5⭐️  for the response of her. Also thanks for Radhika and Deepa for helping in things.Overall best response can be guaranteed from this hospital even from the reception service to the all departments of specialists..",5.0,Telangana 500072,a year ago
"Rainbow Children’s Hospital & BirthRight, Hyder Nagar, Hyderabad - Best Maternity Hospital",gona kumar,"“The Doctor refused to give treatment unless admitted in hospital ( only cash Clients allowed insurance people don’t have space ) .. unethical behaviour of Doctor Mr V Kiran Kumar Reddy & Administration team “In short : Kid & Her mom came to Rainbow with 102 fever after paying fees and registration fees ( Rainbow stationery quite expensive ₹250 for a paper and folder ) and very nominal charge ₹ 800 consultation ( very cheap ) . When doctor refused verbally to treat a kid of age 8 . Place where physician fails to adhere to standards of care and humanity. What will be the feeling of a single mom who was sent out of hospital at time of 9:15 pm in search of another hospital for her baby.Now rate this hospital.. common man feelshappy only on giving rating and commenting, because we trust rating for buying eating & every thing 🙏",1.0,Telangana 500072,a year ago
"Rainbow Children’s Hospital & BirthRight, Hyder Nagar, Hyderabad - Best Maternity Hospital",Deepthi Maddukuri,I've shifted to Rainbow and consulted Dr. CHAITANYA CHEETI mam in the last month of my pregnancy due to few issues with last hospital's doctor. She's very good in her own way and provided confidence that I can deliver normally.. Finally I've delivered my boy with her continuous support throughout the process and it's normal delivery. She's really excellent doctor. Very very happy with Chaithanya mam's and all the sisters service. Thanks a lot Rainbow 🌈,5.0,Telangana 500072,a year ago
